,SibSp,Parch,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,ageN,FareN
305,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.9817998809604684,2.2097796719219773
307,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8722936056888115,1.4041300856453456
308,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.024695298448721946,-0.19961317050673055
309,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.024695298448721946,0.42241253538823936
310,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3892995803839858,0.9178747525842159
311,2,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8032944592166936,4.303240759826027
312,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2513012874397499,-0.16183358850079235
313,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.5038181427767454
314,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9216842025862555,-0.1571111407500501
315,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.2513012874397499,-0.5046039580824689
316,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,-0.16183358850079235
317,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.680674813779553,-0.38851108053642147
318,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0936944449208399,2.461329351771216
319,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7146867631699015,1.8877087353213542
320,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5272978733282218,-0.5160171698064628
321,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.18230214096763195,-0.5038181427767454
322,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.024695298448721946,-0.4196792356913205
323,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5272978733282218,-0.10516421549188508
325,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4386901772814297,1.909116535465019
326,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.163668839084379,-0.535143083196969
327,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4386901772814297,-0.4074008715393906
328,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0936944449208399,-0.2652551942420482
329,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9412927521609296,0.44224681594135684
331,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0941820687665504,-0.11460911099336964
332,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5766884702256656,2.2459063972151556
333,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.9412927521609296,-0.3129519165245451
336,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.04430384802339602,0.6050919262197527
337,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7836859096420196,1.8877087353213542
338,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0596824955304913,-0.5009053370040876
339,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0596824955304913,0.01761942602741402
340,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.907280802770581,-0.16183358850079235
341,3,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,4.315046879202883
342,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.4074008715393906
343,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.32030043391186785,-0.4074008715393906
344,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.4074008715393906
345,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,-0.4074008715393906
346,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7146867631699015,-0.4074008715393906
348,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.8382816562984632,-0.35262047763078025
349,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.8526850561141375,-0.48933534001476897
350,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.4582987268561038,-0.47870983257559885
352,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0102918986330476,-0.5164100774593247
353,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.32030043391186785,-0.3167298747251389
355,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.4735151400497824
356,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5272978733282218,0.3859703505853113
357,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5766884702256656,-0.4074008715393906
360,1,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7146867631699015,-0.1259429855951511
361,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.04430384802339602,-0.12932803614288313
362,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0596824955304913,-0.37993133746287294
363,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.36969103080931176,-0.5197951280070566
365,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.024695298448721946,-0.5160171698064628
366,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.094669692612261,0.7684886183954355
369,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.3892995803839858,0.6560943619277693
370,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.32030043391186785,0.3943139712713227
371,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.8032944592166936,-0.5302638501809022
372,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.7342953127445757,-0.5009053370040876
373,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5272978733282218,1.909116535465019
374,3,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.8382816562984632,-0.2548658091904152
376,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5272978733282218,-0.5160171698064628
377,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.18230214096763195,3.3422226425499746
378,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.6652961662724577,-0.5771728681785753
379,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.7342953127445757,-0.5061000295299041
380,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8526850561141375,3.644931543372554
381,0,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.976279949242699,-0.3556107315465502
382,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.5032665608794588
383,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36969103080931176,0.32930097757640403
385,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8032944592166936,0.7354314841402395
386,5,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.976279949242699,0.23296304346126165
387,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4386901772814297,-0.4074008715393906
389,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.8722936056888115,-0.42629066254235964
390,1,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,1.6138067657783024
391,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5962970198003398,-0.5057071218770424
392,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.5032665608794588
393,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4582987268561038,1.4867729212833354
394,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,-0.3375086448284049
395,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5272978733282218,-0.5057071218770424
396,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0936944449208399,-0.5046039580824689
397,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1286816420026093,-0.16183358850079235
398,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.4582987268561038,-0.4546253490468133
399,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.11330299449551398,-0.4140122983904298
400,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6456876166977836,-0.5032665608794588
401,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.2513012874397499,-0.5009053370040876
402,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5962970198003398,-0.4673759579738175
403,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.3535649671809286
404,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6652961662724577,-0.48933534001476897
405,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3006918843371938,-0.25628254351563784
406,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.4736773743631992,-0.5065722743049783
407,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.8382816562984632,-0.2987845732723183
408,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5962970198003398,-0.5061000295299041
412,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23169273786507583,1.0471130356892295
414,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9906833490583734,-0.5032665608794588
416,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3006918843371938,-0.03904994698149326
417,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8032944592166936,-0.4074008715393906
418,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.024695298448721946,-0.4074008715393906
419,0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.3552876309936372,-0.1967797018562852
421,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.5962970198003398,-0.5068877338147278
422,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.04430384802339602,-0.5042110504296071
423,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.11330299449551398,-0.3809551641352339
424,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.8032944592166936,-0.271158253930476
426,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.11330299449551398,-0.16183358850079235
427,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7342953127445757,-0.16183358850079235
429,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.5009053370040876
430,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.15144420344915935
432,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8526850561141375,-0.16183358850079235
433,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.8722936056888115,-0.518378393681834
434,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4046782278910812,0.4029711624879835
435,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0792910451051654,1.6138067657783024
436,2,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5962970198003398,-0.003631588850926211
437,2,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,-0.2987845732723183
438,1,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.370666278500733,4.315046879202883
439,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0936944449208399,-0.4546253490468133
440,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0596824955304913,-0.1571111407500501
441,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.6652961662724577,-0.4735151400497824
442,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.32030043391186785,-0.5061000295299041
443,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.11330299449551398,-0.4074008715393906
445,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.7692825098263452,0.8933180242803561
446,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.1482901915772834,-0.2846172300200915
447,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3006918843371938,-0.15144420344915935
448,2,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.7002833633542271,-0.2891828925055091
449,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5426765208353173,-0.07682952898743145
450,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.12877645424559644
452,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.024695298448721946,-0.12877645424559644
453,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3356790814189632,1.03019156090877
455,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.04430384802339602,-0.5038181427767454
456,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.439665424972851,-0.15144420344915935
458,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4046782278910812,-0.4546253490468133
460,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2666799349468454,-0.15144420344915935
461,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3006918843371938,-0.5009053370040876
462,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1976807884747274,0.0742887990363213
463,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.2666799349468454,-0.4074008715393906
465,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5766884702256656,-0.5197951280070566
467,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.818673106723789,-0.15144420344915935
469,2,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.9935297358607285,-0.2891828925055091
471,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5766884702256656,-0.48933534001476897
472,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23169273786507583,-0.12877645424559644
473,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4582987268561038,-0.39244582400233996
474,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5272978733282218,-0.46713983558628036
476,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3006918843371938,-0.25628254351563784
477,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.04430384802339602,-0.5198744651292692
478,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5272978733282218,-0.5109018144028588
479,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.907280802770581,-0.420859847629006
480,5,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.4242867774657553,0.23296304346126165
482,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.4046782278910812,-0.5009053370040876
483,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.301667132028615,-0.4718622833370226
484,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.32030043391186785,1.0674988981396338
486,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36969103080931176,1.0471130356892295
487,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.956671399668025,-0.09194136178980673
488,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.024695298448721946,-0.5009053370040876
489,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.4242867774657553,-0.35262047763078025
491,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5962970198003398,-0.5160171698064628
492,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.749673960251671,-0.07682952898743145
493,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.8536603038055586,0.28215583719119375
494,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5962970198003398,-0.5009053370040876
496,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.680674813779553,0.8254734509140923
498,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.32030043391186785,2.2097796719219773
499,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.3892995803839858,-0.5057071218770424
500,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.8722936056888115,-0.48933534001476897
501,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.5962970198003398,-0.5065722743049783
503,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5076893237535477,-0.4718622833370226
504,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.9412927521609296,0.9809987671788377
505,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8032944592166936,1.4041300856453456
506,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23169273786507583,-0.16183358850079235
508,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.22747561223611
509,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.2513012874397499,0.41422569996755254
510,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.04430384802339602,-0.5065722743049783
512,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.15640277358743873
513,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.680674813779553,0.4690854309983753
514,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.3892995803839858,-0.5113740591779331
515,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1976807884747274,-0.01032235282417784
516,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3006918843371938,-0.4546253490468133
518,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4386901772814297,-0.16183358850079235
519,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.5038181427767454
520,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.024695298448721946,1.1132273041996215
521,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5272978733282218,-0.5038181427767454
523,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9906833490583734,0.44224681594135684
525,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7491863364059606,-0.5065722743049783
526,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4046782278910812,-0.4546253490468133
528,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6456876166977836,-0.5032665608794588
529,2,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.4582987268561038,-0.43573555804384423
530,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.907280802770581,-0.16183358850079235
532,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.8722936056888115,-0.5164100774593247
534,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.024695298448721946,-0.48933534001476897
535,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.5622850704099913,-0.1571111407500501
536,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0596824955304913,-0.15144420344915935
537,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.024695298448721946,1.357377852912997
539,0,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5272978733282218,0.28207650006898133
540,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4386901772814297,0.6882070066328169
541,4,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.4242867774657553,-0.062189940960130426
542,4,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.2862884845215194,-0.062189940960130426
543,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.16183358850079235
544,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4046782278910812,1.357377852912997
545,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.370666278500733,-0.16183358850079235
546,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7342953127445757,-0.16183358850079235
548,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.23169273786507583,-0.2652551942420482
549,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.4932859239378733,0.04123166478112539
550,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.8722936056888115,1.441594208141534
551,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.18230214096763195,-0.16183358850079235
553,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.5272978733282218,-0.5164894145815371
554,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5272978733282218,-0.5061000295299041
555,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.232667985556497,-0.15144420344915935
556,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2666799349468454,0.09506756913958733
558,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6456876166977836,0.8516036988084996
559,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4386901772814297,-0.3242857911263266
561,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7146867631699015,-0.5038181427767454
562,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.11330299449551398,-0.397955976037906
565,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.3892995803839858,-0.1967797018562852
566,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.7342953127445757,-0.5038181427767454
567,0,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.04430384802339602,-0.2548658091904152
569,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.5046039580824689
570,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.232667985556497,-0.4546253490468133
571,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.611675667307435,0.31946317442205774
572,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.15451379448714186
574,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.9412927521609296,-0.5009053370040876
575,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.7342953127445757,-0.37906618503493694
576,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3006918843371938,-0.4074008715393906
577,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6456876166977836,0.4029711624879835
579,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1626935913929579,-0.5032665608794588
580,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.32030043391186785,-0.086274424488916
581,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6456876166977836,1.441594208141534
582,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.680674813779553,-0.16183358850079235
583,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4386901772814297,0.10498470941614607
585,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8032944592166936,0.8516036988084996
586,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1976807884747274,-0.3696212895334524
587,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.094669692612261,0.8431032928571635
588,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.5272978733282218,-0.5009053370040876
590,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.36969103080931176,-0.518378393681834
591,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5426765208353173,0.8254734509140923
592,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.1976807884747274,-0.5160171698064628
594,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5076893237535477,-0.16183358850079235
595,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.1967797018562852
597,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.3356790814189632,-0.6529681545779887
599,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3356790814189632,0.42241253538823936
600,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,-0.14294379749782327
603,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9906833490583734,-0.5009053370040876
604,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.36969103080931176,-0.15144420344915935
605,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4386901772814297,-0.35923190448181935
606,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.024695298448721946,-0.5038181427767454
607,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.18230214096763195,-0.07682952898743145
608,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.5272978733282218,0.13245424349266374
609,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7146867631699015,2.2459063972151556
610,1,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6456876166977836,-0.062189940960130426
614,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.36969103080931176,-0.5009053370040876
615,1,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3892995803839858,0.5748682606150023
616,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3006918843371938,-0.3809551641352339
617,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.2513012874397499,-0.34884251943018635
